TicketID,CreatedDate,ClosedDate,Priority,Status,CategoryID,CategoryText,Department,AssignedAgentID,FirstResponseMinutes,ReopenedFlag
T0003000,2025-05-07 04:46:48.524794,2025-05-08 19:41:32.215262,P3,Closed,C003,WI-FI / LAN CONNECTIVITY,Customer Support,A0015,26.0,0
T0002741,2025-04-08 19:00:48.524794,2025-04-08 23:15:24.523148,P1,Closed,C004,ACCOUNT LOCKED,Finance,A0004,7.0,0
T0005168,2025-12-17 21:55:48.524794,2025-12-23 15:23:10.823234,P4,Closed,C001,Email Issue ,IT,A0026,62.0,0
T0001605,2024-12-12 01:05:48.524794,2024-12-14 16:38:33.311015,P4,closed,C003,Wifi Issue,Finance,A0006,45.0,0
T0003023,2025-05-09 00:11:48.524794,2025-05-09 23:50:10.098351,P3,Closed,C001,Email,Engineering,A0022,67.0,0
T0000246,2024-07-25 01:00:48.524794,2024-07-25 19:12:50.866292,P3,Closed,C010,Alert - Security ,Customer Support,A0044,13.0,0
T0000734,2024-09-10 16:53:48.524794,2024-09-13 12:11:37.796233,P4,Resolved,C009,new access,Operations,A0056,28.0,0
T0000764,2024-09-13 19:35:48.524794,2024-09-14 00:46:21.685723,P3,Closed,C012,Teams Issue,Operations,A0032,48.0,0
T0000281,2024-07-28 01:58:48.524794,,P2,In Progress,C010,Alert - Security,Customer Support,A0006,,0
T0000254,2024-07-26 08:13:48.524794,,P3,In Progress,C004,Account Locked,Operations,A0043,20.0,0
T0000550,2024-08-22 23:24:48.524794,,P4,In Progress,C001,Outlook Issue ,Customer Support,A0010,39.0,0
T0001250,2024-11-05 03:42:48.524794,2024-11-05 05:51:36.563851,P1,Resolved,C012,COLLABORATION TOOL,Operations,A0036,2.0,0
T0002897,2025-04-26 04:58:48.524794,2025-04-28 04:08:48.134098,P4,Resolved,C005,Software Install,Operations,A0046,2.0,0
T0001223,2024-11-01 22:57:48.524794,,P3,In Progress,C011,Performance Issue,IT,A0004,243.0,0
T0001642,2024-12-16 14:40:48.524794,,P3,In Progress,C011,SLOWNESS,Procurement,A0020,33.0,0
T0000394,2024-08-06 21:56:48.524794,,P3,Pending User,C004,Account Locked,Customer Support,A0029,144.0,0
T0003881,2025-08-04 08:56:48.524794,2025-08-04 15:05:47.178924,P2,Closed,C006,REPLACE LAPTOP,IT,A0052,99.0,0
T0003053,2025-05-11 05:00:48.524794,,P-3,In Progress,C005,Software Install,IT,A0037,84.0,0
T0000829,2024-09-21 03:54:48.524794,2024-09-21 09:42:35.443462,P3,Resolved,C008,Application Failure,Sales,A0010,,0
T0000182,2024-07-19 05:52:48.524794,2024-07-19 21:49:52.449025,Low,Closed,C008,Application Crash,Finance,A0024,3.0,0
T0003144,2025-05-20 10:13:48.524794,,P2,Open,C004,Password Reset / Account Lock,Sales,A0022,46.0,0
T0005165,2025-12-17 13:11:48.524794,2025-12-19 18:12:30.884104,P3,Closed,C003,WIFI ISSUE,Operations,A0048,24.0,0
T0005094,2025-12-10 05:35:48.524794,,Critical,In Progress,C008,App Crash ,Operations,A0051,4.0,0
T0000669,2024-09-04 10:22:48.524794,2024-09-04 16:27:48.117818,High,Resolved,C003,wi-fi / lan connectivity,Customer Support,A0002,74.0,0
T0001771,2024-12-30 19:51:48.524794,2024-12-31 03:10:12.829925,P3,Resolved,C001,Outlook Issue,Customer Support,A0040,60.0,0
T0001003,2024-10-08 08:11:48.524794,2024-10-08 22:14:09.075437,P3,Closed,C009,New Access,Operations,A0055,35.0,0
T0001319,2024-11-11 16:28:48.524794,2024-11-13 21:20:59.717812,P4,Closed,C008,Application Failure,Engineering,A0057,26.0,1
T0001548,2024-12-06 13:42:48.524794,2024-12-06 23:15:15.648410,P3,Resolved,C005,INSTALL SOFTWARE,Engineering,A0041,63.0,0
T0002714,2025-04-05 19:59:48.524794,2025-04-10 07:59:23.964341,P4,Resolved,C005,software installation,Customer Support,A0006,42.0,0
T0001787,2024-12-31 17:42:48.524794,2025-01-03 09:08:16.517249,P4,Closed,C008,App Crash,Engineering,A0030,35.0,0
T0000278,2024-07-27 19:51:48.524794,,P3,In Progress,C004,Password Reset / Account Lock,Engineering,A0013,60.0,0
T0004498,2025-10-09 07:31:48.524794,2025-10-10 14:24:50.170136,P3,Closed,C001,Email,Sales,A0032,,0
T0002599,2025-03-25 13:56:48.524794,,P3,In Progress,C005,Software Install,Procurement,A0013,31.0,0
T0003654,2025-07-10 09:52:48.524794,,P3,In Progress,C004,Account Locked,Finance,A0049,22.0,0
T0004458,2025-10-05 01:26:48.524794,,P3,In Progress,C006,Hardware Replacement,Engineering,A0035,146.0,0
T0002340,2025-02-24 15:00:48.524794,,P3,Open,C004,Pwd Reset,Customer Support,A0034,1.0,0
T0004299,2025-09-17 06:34:48.524794,2025-09-18 04:45:51.936796,P3,Closed,C009,access req,Operations,A0028,2.0,0
T0001889,2025-01-10 04:27:48.524794,2025-01-10 16:21:47.209629,P2,Closed,C006,Hardware Replacement,Engineering,A0047,57.0,0
T0003544,2025-06-29 18:58:48.524794,2025-07-01 14:13:48.506788,P3,Closed,C006,Replace Laptop,Operations,A0009,4.0,0
T0000378,2024-08-05 15:51:48.524794,2024-08-05 23:45:14.220460,P3,Closed,C008,App Crash,Legal,A0032,18.0,0
T0004746,2025-11-03 10:56:48.524794,2025-11-04 09:39:38.644226,P3,Closed,C011,Performance / Slowness,Customer Support,A0024,72.0,0
T0001184,2024-10-29 06:16:48.524794,2024-10-29 11:56:24.891189,P3,Closed,C001,Outlook Issue,I.T.,A0037,31.0,0
T0000635,2024-09-01 08:44:48.524794,,P3,Pending User,C009,Access Request,HR,A0049,12.0,0
T0003104,2025-05-17 00:27:48.524794,,P3,IN PROGRESS,C011,Performance Issue,Customer Support,A0053,,0
T0003245,2025-05-30 10:15:48.524794,2025-05-31 01:30:43.762977,P3,Resolved,C011,Slowness,Sales,A0024,7.0,0
T0001891,2025-01-10 11:33:48.524794,2025-01-10 13:37:29.533502,P2,Closed,C005,Software Installation,HR,A0040,79.0,0
T0000080,2024-07-07 20:51:48.524794,2024-07-08 12:47:43.607702,P3,Closed,C009,New Access,Sales,A0010,1.0,0
T0004427,2025-10-01 01:38:48.524794,,P3,Open,C007,Printer / Peripheral ,Finance,A0053,1.0,1
T0003911,2025-08-08 11:31:48.524794,,P2,Open,C012,MS TEAMS / COLLABORATION ,Sales,A0051,4.0,0
T0001030,2024-10-12 15:39:48.524794,,P3,In Progress,C008,application crash,Finance,A0003,127.0,0
T0002347,2025-02-25 08:13:48.524794,,P3,In Progress,C001,Email,Legal,A0054,51.0,0
T0000916,2024-09-29 17:42:48.524794,,P4,In Progress,C008,Application Crash,Engineering,A0022,9.0,0
T0001968,2025-01-19 03:04:48.524794,2025-01-21 13:07:06.558564,P4,Closed,C008,Application Failure,Marketing,A0041,178.0,0
T0004799,2025-11-11 16:48:48.524794,2025-11-13 05:16:49.152122,P4,Closed,C010,Security Incident,Customer Support,A0037,126.0,0
T0001399,2024-11-21 15:23:48.524794,,P2,Pending User,C009,Access Req,Engineering,A0021,10.0,0
T0003489,2025-06-24 16:42:48.524794,,P2 ,In Progress,C001,Email Issue,Customer Support,A0004,56.0,1
T0002271,2025-02-17 15:38:48.524794,,P1,Open,C006,hardware replacement,Engineering,A0016,18.0,0
T0003009,2025-05-07 19:50:48.524794,2025-05-08 14:46:55.788958,P2,Resolved,C012,Collaboration Tool,Engineering,A0045,13.0,0
T0001902,2025-01-11 17:07:48.524794,2025-01-12 02:54:46.379203,P3,Resolved,C001,Outlook Issue,Operations,A0051,39.0,0
T0001180,2024-10-28 20:12:48.524794,2024-10-29 01:55:14.133018,P3,Closed,C009,access req,Sales,A0015,63.0,0
T0001994,2025-01-22 06:12:48.524794,2025-01-22 18:07:15.970892,P2,Resolved,C005,Software Install,Engineering,A0053,69.0,0
T0001746,2024-12-27 21:30:48.524794,,P4,In Progress,C003,Wi-Fi / LAN Connectivity,Sales,A0048,25.0,0
T0002706,2025-04-05 07:37:48.524794,,P1,In-Progress,C008,App Crash,Operations,A0041,49.0,0
T0001553,2024-12-07 00:01:48.524794,2024-12-07 17:16:30.075142,P2,Resolved,C010,SECURITY ALERT,Legal,A0019,137.0,0
T0003622,2025-07-08 06:18:48.524794,2025-07-10 08:08:22.346838,Low,Closed,C009,New Access ,IT,A0040,,0
T0003207,2025-05-26 19:11:48.524794,2025-05-27 03:06:29.909066,P3,Resolved,C003,Wi-Fi / LAN Connectivity,Customer Support,A0008,211.0,1
T0000323,2024-08-01 02:23:48.524794,,P4,Pending User,C007,PRINTER ISSUE,Engineering,A0029,65.0,0
T0000784,2024-09-16 18:30:48.524794,,P3,Open,C011,Performance / Slowness,Engineering,A0035,,0
T0001954,2025-01-17 19:32:48.524794,,P3,In Progress,C008,App Crash,Operations,A0013,5.0,0
T0000767,2024-09-14 08:53:48.524794,,P2,Open,C007,Printer / Peripheral,HR,A0048,71.0,0
T0000046,2024-07-05 02:37:48.524794,,P4,Open,C003,wi-fi / lan connectivity,Sales,A0006,57.0,0
T0004643,2025-10-23 08:42:48.524794,,P-3,In Progress,C010,Alert - Security,Legal,A0046,95.0,0
T0002293,2025-02-19 05:41:48.524794,2025-02-19 09:01:37.189128,P1,Closed,C004,Pwd Reset,Engineering,A0005,32.0,1
T0001545,2024-12-06 07:12:48.524794,2024-12-06 21:43:09.370518,Low,Resolved,C004,Password Reset / Account Lock,Finance,A0045,195.0,0
T0004209,2025-09-08 03:42:48.524794,,P3,In Progress,C006,HARDWARE REPLACE,Engineering,A0024,27.0,0
T0000789,2024-09-17 02:01:48.524794,2024-09-20 01:24:06.388731,P4,Closed,C006,HARDWARE REPLACEMENT,Finance,A0054,70.0,0
T0002204,2025-02-10 19:10:48.524794,2025-02-11 22:18:14.594207,P3,Closed,C001,Email Issue,HR,A0006,41.0,0
T0001991,2025-01-21 19:16:48.524794,,Medium,In Progress,C003,LAN Connectivity,Engineering,A0016,28.0,0
T0002912,2025-04-27 18:16:48.524794,2025-04-27 20:35:02.365712,P1,Closed,C006,Hardware Replacement,Engineering,A0031,17.0,0
T0003130,2025-05-19 04:17:48.524794,2025-05-20 02:11:46.977748,P3,Closed,C005,software installation,HR,A0039,15.0,0
T0005140,2025-12-14 22:12:48.524794,2025-12-16 21:24:36.470413,P4,Closed,C003,LAN Connectivity,Procurement,A0022,89.0,0
T0004218,2025-09-09 02:16:48.524794,2025-09-09 22:01:03.920845,P-2,Closed,C002,VPN,Customer Support,A0006,42.0,0
T0002933,2025-04-30 10:25:48.524794,,P3,Pending User,C009,NEW ACCESS,Legal,A0041,21.0,0
T0002660,2025-03-31 15:26:48.524794,,P3,In Progress,C002,VPN,Finance,A0019,27.0,0
T0001289,2024-11-09 08:56:48.524794,,P4,Open,C004,Pwd Reset,Engineering,A0002,,0
T0002876,2025-04-24 00:25:48.524794,,P3,In Progress,C008,Application Crash,Engineering,A0055,60.0,0
T0001872,2025-01-08 10:32:48.524794,,Medium,Pending User,C009,Access Req,Procurement,A0014,35.0,0
T0001641,2024-12-16 07:18:48.524794,2024-12-17 06:29:38.634916,P3,Closed,C007,Printer / Peripheral ,Engineering,A0053,1.0,0
T0001247,2024-11-04 19:07:48.524794,2024-11-05 04:31:30.675817,P-3,Closed,C009,Access Request,Sales,A0032,107.0,0
T0002947,2025-05-01 12:32:48.524794,,P4,In Progress,C002,Remote Access,Legal,A0018,10.0,0
T0001322,2024-11-12 00:54:48.524794,2024-11-12 06:46:30.334213,High,Closed,C008,Application Failure,Marketing,A0022,63.0,0
T0002259,2025-02-16 17:14:48.524794,,P3,In Progress,C003,LAN Connectivity,Marketing,A0017,21.0,1
T0003811,2025-07-28 09:38:48.524794,2025-07-28 17:40:45.643353,P1,Closed,C004,Account Locked ,Marketing,A0011,137.0,0
T0002693,2025-04-03 23:27:48.524794,,P4,PENDING USER,C005,software installation ,Engineering,A0044,9.0,0
T0000773,2024-09-14 16:40:48.524794,,P3,Pending User,C003,LAN Connectivity,Finance,A0040,1.0,0
T0000627,2024-08-31 16:19:48.524794,2024-09-01 02:18:59.112021,P3,Closed,C005,Software Installation,Cust Support,A0043,93.0,0
T0004397,2025-09-27 14:52:48.524794,,Low,In Progress,C002,VPN / Remote Access,Operations,A0012,97.0,0
T0004929,2025-11-24 19:17:48.524794,,P3,Pending User,C008,App Crash,HR,A0005,3.0,0
T0004113,2025-08-30 13:06:48.524794,2025-08-31 03:29:43.722296,P3,Closed,C007,Printer / Peripheral,Engineering,A0023,102.0,1
T0001156,2024-10-26 02:45:48.524794,2024-10-27 01:58:06.143012,Medium,Closed,C004,Password Reset / Account Lock,Marketing,A0026,2.0,0
T0004373,2025-09-25 06:04:48.524794,2025-09-25 10:57:58.707571,P2,Closed,C003,WIFI ISSUE,Procurement,A0005,,0
T0000148,2024-07-15 07:22:48.524794,,Medium,Open,C004,Pwd Reset,Finance,A0060,167.0,0
T0000518,2024-08-18 13:45:48.524794,,P3,Pending User,C007,Printer / Peripheral,HR,A0042,93.0,0
T0004439,2025-10-02 04:58:48.524794,,P3,Pending User,C010,SECURITY INCIDENT,Finance,A0053,34.0,0
T0004985,2025-11-30 10:51:48.524794,,Low,In progress,C007,Printer Issue,Engineering,A0051,11.0,0
T0004526,2025-10-11 14:22:48.524794,2025-10-12 07:29:03.981601,Medium,Resolved,C009,new access,HR,A0016,156.0,0
T0001926,2025-01-15 06:06:48.524794,,P3,In Progress,C004,ACCOUNT LOCKED,IT,A0058,62.0,0
T0005026,2025-12-03 14:12:48.524794,2025-12-04 06:59:46.525794,P3,Closed,C001,Outlook Issue,IT,A0024,7.0,0
T0000438,2024-08-11 08:48:48.524794,,Medium,In Progress,C006,Replace Laptop,Sales,A0058,2.0,0
T0004367,2025-09-24 17:36:48.524794,,P3,in progress,C009,Access Request,Sales,A0053,64.0,0
T0002414,2025-03-04 13:04:48.524794,2025-03-06 06:35:01.155002,P3,closed,C005,Software Installation,Engineering,A0048,23.0,0
T0002425,2025-03-05 10:34:48.524794,,P3,In Progress,C006,Hardware Replace ,Operations,A0053,121.0,0
T0002333,2025-02-23 23:32:48.524794,,P2,In Progress,C002,VPN / Remote Access,IT,A0059,170.0,0
T0000143,2024-07-14 05:25:48.524794,,P4,Open,C011,performance issue,Marketing,A0030,26.0,0
T0000664,2024-09-03 22:23:48.524794,,P4,PENDING USER,C005,Software Install,HR,A0035,36.0,0
T0004207,2025-09-08 00:19:48.524794,,P4,Pending User,C004,Account Locked,Operations,A0048,23.0,0
T0002982,2025-05-05 10:38:48.524794,2025-05-06 05:42:54.031031,P2,Resolved,C003,LAN Connectivity,Sales,A0019,95.0,1
T0000706,2024-09-08 05:27:48.524794,2024-09-08 09:53:03.639808,P2,Closed,C006,REPLACE LAPTOP,Legal,A0014,,1
T0003750,2025-07-21 06:38:48.524794,,P4,In Progress,C009,ACCESS REQUEST,Sales,A0014,45.0,0
T0002108,2025-02-01 13:38:48.524794,2025-02-01 21:22:59.199399,P2,Resolved,C006,REPLACE LAPTOP,Customer Support,A0009,1.0,0
T0004351,2025-09-22 08:06:48.524794,,P2,In Progress,C001,Outlook Issue ,Legal,A0060,110.0,0
T0004690,2025-10-28 03:35:48.524794,2025-10-28 18:11:45.371245,P3,Closed,C005,Software Install,Engineering,A0027,135.0,0
T0004033,2025-08-20 20:27:48.524794,2025-08-22 14:57:40.696200,P4,Closed,C004,Pwd Reset,HR,A0035,274.0,0
T0002913,2025-04-27 18:22:48.524794,2025-04-29 02:40:52.307535,P4,Resolved,C004,Pwd Reset ,IT,A0019,74.0,0
T0001231,2024-11-02 18:14:48.524794,2024-11-03 07:52:57.083670,P3,Closed,C004,Password Reset / Account Lock,Procurement,A0039,17.0,0
T0002936,2025-04-30 16:50:48.524794,2025-05-01 12:52:23.871138,P-3,Closed,C009,Access Req,IT,A0042,,0
T0002961,2025-05-03 12:15:48.524794,2025-05-03 20:31:30.635001,P3,Closed,C006,replace laptop,HR,A0016,84.0,0
T0001400,2024-11-21 16:57:48.524794,2024-11-23 10:48:25.653363,Low,CLOSED,C012,MS Teams / Collaboration,Sales,A0052,26.0,0
T0002173,2025-02-07 20:55:48.524794,2025-02-09 21:17:38.934342,P4,Resolved,C009,new access,Sales,A0039,8.0,0
T0002452,2025-03-09 02:28:48.524794,2025-03-09 16:10:05.669065,P3,Closed,C005,Software Installation,Operations,A0031,9.0,0
T0000225,2024-07-22 06:51:48.524794,2024-07-22 19:31:37.181831,P3,Resolved,C001,Email Issue,Finance,A0004,55.0,0
T0003688,2025-07-13 23:28:48.524794,2025-07-14 20:32:46.313087,P3,closed,C004,Pwd Reset,Operations,A0025,12.0,0
T0001500,2024-11-30 22:41:48.524794,,P3,Open,C001,Outlook Issue,Marketing,A0042,48.0,0
T0000213,2024-07-21 07:26:48.524794,,High,In Progress,C007,PRINTER / PERIPHERAL,Engineering,A0035,139.0,0
T0004168,2025-09-05 02:02:48.524794,,P3,Pending User,C002,VPN / Remote Access,IT,A0057,22.0,0
T0001178,2024-10-28 17:20:48.524794,2024-10-30 05:46:08.870065,P3,Closed,C001,EMAIL,Sales,A0014,54.0,0
T0000851,2024-09-24 03:40:48.524794,2024-09-24 08:52:14.221253,P-2,Closed,C008,App Crash ,Legal,A0017,52.0,0
T0001708,2024-12-23 18:32:48.524794,,P2,In Progress,C005,Install Software,IT,A0046,6.0,0
T0001661,2024-12-18 07:07:48.524794,,Critical,Open,C003,Wi-Fi / LAN Connectivity,Legal,A0055,56.0,0
T0002458,2025-03-09 16:33:48.524794,2025-03-10 13:25:29.180917,Medium,Resolved,C012,MS Teams / Collaboration,Finance,A0029,93.0,1
T0003983,2025-08-15 03:36:48.524794,2025-08-16 22:00:30.202143,P3 ,Closed,C011,Slowness ,Operations,A0052,72.0,0
T0002532,2025-03-17 22:58:48.524794,2025-03-18 14:20:04.673782,P3,Resolved,C008,Application Failure,Operations,A0057,4.0,0
T0003511,2025-06-26 23:32:48.524794,,P3,Open,C001,Outlook Issue,Engineering,A0054,99.0,0
T0003748,2025-07-21 04:29:48.524794,2025-07-21 06:47:26.614193,P1,Closed,C011,Slowness,Cust Support,A0017,7.0,0
T0000563,2024-08-24 02:10:48.524794,2024-08-26 18:47:15.149969,P4,Closed,C005,INSTALL SOFTWARE,Engineering,A0009,6.0,0
T0004569,2025-10-15 22:43:48.524794,2025-10-17 18:39:22.211170,P3,Closed,C008,APPLICATION CRASH,HR,A0049,10.0,0
T0004342,2025-09-21 02:12:48.524794,2025-09-21 19:23:35.794224,P3,Closed,C008,App Crash ,Operations,A0044,39.0,0
T0002889,2025-04-25 07:14:48.524794,,P4,Open,C003,Wifi Issue,Engineering,A0044,2.0,0
T0001048,2024-10-14 04:33:48.524794,2024-10-14 18:04:11.820299,P3,Closed,C006,Replace Laptop,Customer Support,A0040,204.0,0
T0002232,2025-02-14 04:06:48.524794,,P3,OPEN,C011,Slowness,Marketing,A0059,91.0,0
T0001122,2024-10-21 17:41:48.524794,,P3,In Progress,C009,NEW ACCESS,HR,A0041,28.0,0
T0004223,2025-09-09 18:43:48.524794,,P3,In Progress,C009,Access Req,HR,A0033,45.0,0
T0001327,2024-11-12 17:29:48.524794,2024-11-13 10:59:54.426563,Low,Closed,C008,Application Failure,Marketing,A0036,11.0,0
T0002842,2025-04-20 14:46:48.524794,2025-04-23 22:34:48.483816,P4,Closed,C008,Application Crash,Finance,A0019,52.0,0
T0000313,2024-07-30 23:08:48.524794,2024-07-31 06:40:13.422675,P2,Closed,C006,Hardware Replacement,Sales,A0027,,0
T0004688,2025-10-27 16:25:48.524794,,P4,In Progress,C012,Collaboration Tool,HR,A0019,14.0,1
T0004344,2025-09-21 11:56:48.524794,,P4,IN PROGRESS,C012,MS Teams / Collaboration,Operations,A0014,11.0,0
T0003340,2025-06-08 11:35:48.524794,2025-06-09 07:38:12.302272,P3,Closed,C006,Hardware Replacement,Sales,A0053,31.0,0
T0004199,2025-09-07 11:42:48.524794,,P3,In Progress,C011,Performance Issue ,Human Resources,A0007,5.0,0
T0001819,2025-01-03 12:05:48.524794,,P3,In Progress,C001,Email ,Operations,A0040,48.0,1
T0001100,2024-10-19 09:02:48.524794,2024-10-19 16:37:53.262772,P3,Closed,C006,HARDWARE REPLACE,Sales,A0049,112.0,0
T0001273,2024-11-07 04:16:48.524794,,P3,In Progress,C005,Install Software,Sales,A0004,70.0,0
T0000430,2024-08-10 11:40:48.524794,2024-08-11 05:33:07.077930,P3,Resolved,C004,Account Locked,Engineering,A0026,150.0,0
T0001456,2024-11-26 08:11:48.524794,2024-12-01 07:42:01.918393,P4,Closed,C007,Peripheral,HR,A0009,4.0,0
T0001405,2024-11-22 02:12:48.524794,2024-11-23 01:11:54.922483,P4,Closed,C006,Replace Laptop,Customer Support,A0023,7.0,0
T0002125,2025-02-03 00:00:48.524794,2025-02-04 21:09:15.452744,P-3,Closed,C006,Replace Laptop,IT,A0052,55.0,0
T0002258,2025-02-16 13:54:48.524794,,Medium,Open,C012,MS Teams / Collaboration,Marketing,A0004,1.0,0
T0001557,2024-12-07 02:58:48.524794,2024-12-08 18:37:26.338000,P3,Closed,C004,Password Reset / Account Lock,I.T.,A0001,63.0,0
T0004250,2025-09-12 13:28:48.524794,2025-09-14 15:07:32.745704,P4,Resolved,C005,Install Software,Legal,A0020,30.0,0
T0004499,2025-10-09 08:23:48.524794,2025-10-11 11:38:49.532396,P4,Resolved,C006,Hardware Replacement,Sales,A0028,30.0,0
T0001179,2024-10-28 18:04:48.524794,2024-10-29 11:41:01.399094,P3,Closed,C008,Application Crash,Cust Support,A0025,7.0,0
T0004420,2025-09-29 23:14:48.524794,2025-09-30 03:44:51.234263,P2,Closed,C006,Replace Laptop,Operations,A0037,72.0,0
T0003048,2025-05-10 17:30:48.524794,2025-05-11 04:10:14.788859,P3 ,Closed,C009,New Access,Procurement,A0046,39.0,0
T0003307,2025-06-05 17:38:48.524794,2025-06-05 19:33:36.003289,P2,Closed,C004,Account Locked,Finance,A0015,142.0,0
T0003299,2025-06-05 04:07:48.524794,2025-06-05 08:55:47.885163,P2,Closed,C011,Slowness,Operations,A0031,1.0,0
T0002225,2025-02-12 19:53:48.524794,2025-02-13 19:05:25.866273,P3,Closed,C007,PRINTER ISSUE,Engineering,A0003,46.0,0
T0001621,2024-12-14 02:55:48.524794,2024-12-16 12:40:40.827312,P4,Closed,C002,VPN / Remote Access,Procurement,A0011,78.0,0
T0004466,2025-10-05 21:18:48.524794,,P3,Pending User,C008,APPLICATION CRASH,Marketing,A0015,41.0,0
T0002260,2025-02-16 17:35:48.524794,,P3,In Progress,C001,Outlook Issue,Finance,A0006,8.0,0
T0004584,2025-10-17 00:22:48.524794,2025-10-17 03:43:37.160938,P-1,Resolved,C006,Replace Laptop,Legal,A0034,4.0,0
T0002500,2025-03-14 07:47:48.524794,2025-03-15 07:24:38.111159,P3,Closed,C006,Hardware Replace,Finance,A0017,13.0,1
T0002673,2025-04-01 22:00:48.524794,2025-04-02 22:00:49.439185,P4,Resolved,C011,Slowness,HR,A0054,7.0,0
T0002890,2025-04-25 07:52:48.524794,2025-04-25 16:13:43.157340,P3,Closed,C006,HARDWARE REPLACE,Finance,A0054,,0
T0002578,2025-03-22 16:16:48.524794,2025-03-23 08:42:20.604413,P3,Resolved,C010,SECURITY ALERT,Customer Support,A0051,,0
T0003586,2025-07-03 12:22:48.524794,,P-3,Open,C005,Software Install ,Engineering,A0044,,0
T0002486,2025-03-13 02:29:48.524794,2025-03-14 01:59:48.564432,P3,Resolved,C004,Account Locked,Finance,A0033,104.0,0
T0002707,2025-04-05 07:38:48.524794,,P3,Open,C005,Software Install,Engineering,A0054,16.0,0
T0000955,2024-10-04 08:27:48.524794,,P4,In Progress,C004,Pwd Reset,Marketing,A0008,43.0,0
T0004200,2025-09-07 11:44:48.524794,2025-09-07 12:33:16.724298,P1,Resolved,C001,Email Issue,Operations,A0048,13.0,0
T0001053,2024-10-15 00:16:48.524794,2024-10-15 10:52:39.131006,Medium,Resolved,C001,Email,IT,A0046,,0
T0002445,2025-03-07 20:05:48.524794,,High,Pending User,C010,Security Incident,Sales,A0013,18.0,0
T0002804,2025-04-17 03:53:48.524794,2025-04-17 18:11:09.752673,P3,CLOSED,C004,Password Reset / Account Lock,Customer Support,A0052,71.0,0
T0000889,2024-09-27 08:00:48.524794,2024-09-27 20:25:28.490469,P3,Resolved,C009,New Access,Engineering,A0013,324.0,0
T0003060,2025-05-12 02:52:48.524794,,P3,In Progress,C005,INSTALL SOFTWARE,HR,A0002,10.0,0
T0004247,2025-09-12 08:50:48.524794,2025-09-13 01:59:38.723175,P3,Closed,C003,WIFI ISSUE,Operations,A0004,24.0,0
T0000140,2024-07-13 21:11:48.524794,,Medium,Pending User,C002,VPN,Sales,A0018,20.0,0
T0000630,2024-08-31 21:38:48.524794,,High,Pending User,C003,LAN CONNECTIVITY,Sales,A0030,72.0,0
T0000050,2024-07-05 09:47:48.524794,2024-07-06 22:33:22.916357,P4,Closed,C011,PERFORMANCE ISSUE,Sales,A0050,4.0,0
T0001907,2025-01-13 00:33:48.524794,2025-01-13 14:51:15.246180,P3,Closed,C012,TEAMS ISSUE,Engineering,A0033,96.0,0
T0003372,2025-06-12 23:21:48.524794,,P3,Pending User,C009,Access Req,Marketing,A0024,204.0,0
T0000470,2024-08-13 16:11:48.524794,,P2,Pending User,C004,Account Locked,Customer Support,A0046,36.0,0
T0000892,2024-09-27 17:02:48.524794,2024-09-28 09:57:59.282823,P3,Closed,C001,Email Issue,Finance,A0015,70.0,0
T0002808,2025-04-17 11:57:48.524794,2025-04-17 17:43:10.594298,P3,Closed,C006,Hardware Replacement,Engineering,A0058,90.0,0
T0000653,2024-09-02 15:46:48.524794,,P3 ,Pending User,C004,Password Reset / Account Lock,Engineering,A0052,23.0,0
T0003641,2025-07-09 16:35:48.524794,,P3,Pending User,C004,Account Locked,Marketing,A0052,93.0,0
T0001203,2024-10-31 00:32:48.524794,2024-10-31 06:51:08.330646,P3,Closed,C003,Wi-Fi / LAN Connectivity,Marketing,A0017,2.0,0
T0004565,2025-10-15 07:39:48.524794,2025-10-16 06:14:50.661973,P3,Closed,C005,SOFTWARE INSTALL,Engineering,A0017,72.0,0
T0004169,2025-09-05 08:04:48.524794,2025-09-06 02:02:41.978275,P2,Closed,C008,APPLICATION CRASH,Customer Support,A0028,139.0,0
T0000188,2024-07-19 12:57:48.524794,,P3,In Progress,C009,access req,Legal,A0052,71.0,0
T0003723,2025-07-17 14:07:48.524794,,P3,Pending User,C002,Remote Access,Customer Support,A0036,122.0,0
T0002154,2025-02-06 07:46:48.524794,,P4,In Progress,C006,Hardware Replacement,Legal,A0057,86.0,0
T0000743,2024-09-12 03:26:48.524794,2024-09-12 10:52:51.099644,P2,Closed,C008,APPLICATION CRASH ,Engineering,A0033,72.0,0
T0001914,2025-01-14 05:50:48.524794,,P3,Pending User,C004,Pwd Reset,Customer Support,A0045,244.0,1
T0003449,2025-06-20 18:55:48.524794,,P3,In Progress,C010,Alert - Security,Finance,A0047,,0
T0002856,2025-04-21 19:02:48.524794,2025-04-24 00:34:01.232430,P4,Resolved,C004,Password Reset / Account Lock,Operations,A0014,1.0,0
T0000794,2024-09-17 17:58:48.524794,2024-09-18 00:13:31.778287,High,Closed,C001,Email,Engineering,A0005,6.0,0
T0005173,2025-12-18 18:48:48.524794,,P2,pending user,C009,New Access,Engineering,A0040,20.0,1
T0000911,2024-09-29 05:00:48.524794,2024-09-29 06:49:13.245052,P1,Resolved,C009,Access Request,HR,A0009,,0
T0000055,2024-07-05 17:18:48.524794,2024-07-06 12:11:33.014239,P3,Closed,C003,lan connectivity,Marketing,A0027,334.0,0
T0002596,2025-03-25 05:26:48.524794,,P2,Pending User,C001,EMAIL ISSUE,Legal,A0042,37.0,0
