TicketID,Status,ChangeDate,ActionType
T0001508,Resolved,2024-12-04 11:36:28.461683,Status Change
T0000925,Open,2024-10-01 15:06:46.219102,Reopened
T0001318,Resolved,2024-11-13 11:37:09.819154,Status Change
T0002719,In Progress,2025-04-07 17:42:03.361317,Status Change
T0002783,Closed,2025-04-14 23:31:28.410313,Closed
T0000092,Resolved,2024-07-10 13:16:57.219543,Status Change 
T0004647,Closed,2025-10-24 10:00:16.787989,Closed
T0003411,In Progress,2025-06-18 01:55:08.606531,Status Change
T0001857,In Progress,2025-01-08 19:11:54.427424,Status Change
T0005029,Open,2025-12-03 20:39:48.524794,Assigned
T0002205,Open,2025-02-10 23:45:48.524794,Assigned
T0005021,Open,2025-12-03 11:56:48.524794,Assigned
T0004686,In Progress,2025-10-28 12:47:47.945848,Status Change
T0003219,Resolved,2025-05-29 00:20:59.930631,Status Change
T0004412,Open,2025-09-28 22:05:48.524794,Created
T0001044,Open,2024-10-13 17:29:48.524794,Assigned
T0001707,Open,2024-12-23 14:42:48.524794,Created
T0004298,In Progress,2025-09-17 09:58:41.172676,Status Change
T0000526,Open,2024-08-19 21:21:48.524794,Assigned
T0002253,Open,2025-02-16 06:02:48.524794,Assigned
T0003264,Open,2025-06-01 05:57:48.524794,Created
T0000050,Resolved,2024-07-06 15:07:05.052576,Status Change
T0003724,Pending User,2025-07-19 05:12:42.475749,Status Change
T0001304,Pending User,2024-11-10 19:44:14.891946,Status Change
T0002491,Resolved,2025-03-13 21:33:33.059243,Status Change
T0003064,Open,2025-05-17 08:55:31.438685,Reopened
T0000331,In Progress,2024-08-03 07:37:53.727319,Status Change
T0003582,In Progress,2025-07-04 15:14:49.955469,Status Change
T0004029,In Progress,2025-08-22 00:55:14.909375,Status Change
T0001193,Pending User,2024-10-30 21:21:08.822430,Status Change
T0002953,In Progress,2025-05-03 22:36:31.675100,Reassigned
T0003704,Pending User,2025-07-18 14:57:41.865762,Status Change
T0000266,Open,2024-07-27 05:52:48.524794,Assigned
T0001063,Open,2024-10-16 07:24:48.524794,Assigned
T0004599,Open,2025-10-18 07:29:48.524794,Assigned
T0002456,Resolved,2025-03-10 17:22:29.838429,Status Change
T0003805,Open,2025-07-28 05:11:48.524794,Assigned
T0001297,Open,2024-11-10 01:04:48.524794,Assigned
T0003909,Open,2025-08-08 05:09:48.524794,Created
T0003095,Open,2025-05-16 06:18:48.524794,Assigned
T0003106,Open,2025-05-17 03:36:48.524794,Assigned
T0001192,Open,2024-10-30 03:05:48.524794,Assigned
T0000140,Open,2024-07-13 22:13:48.524794,Assigned
T0002712,Open,2025-04-05 20:02:48.524794,ASSIGNED
T0000335,Open,2024-08-02 06:34:48.524794,Assigned
T0004415,In-Progress,2025-09-30 21:45:06.778512,STATUS CHANGE
T0004798,Closed,2025-11-11 21:03:43.197626,Closed
T0004149,Open,2025-09-03 11:35:48.524794,Assigned
T0001470,Resolved,2024-11-30 12:30:45.000201,Status Change
T0001509,Open,2024-12-01 19:28:48.524794,Created
T0001912,In progress,2025-01-16 17:21:35.905784,Reassigned
T0003683,Resolved,2025-07-15 04:16:55.954879,Status Change
T0001471,In Progress,2024-11-28 16:21:34.723416,Status Change
T0001518,Resolved,2024-12-04 06:22:57.514413,Status Change
T0001377,Open,2024-11-17 17:08:48.524794,Assigned
T0002279,Pending User,2025-02-19 16:01:18.184629,Status Change
T0002598,PENDING USER,2025-03-27 19:26:37.762877,Status Change
T0002160,Open,2025-02-06 14:02:48.524794,Assigned
T0005191,Open,2025-12-23 03:56:53.608330,Reopened
T0003505,Resolved,2025-06-27 16:28:36.977045,Status Change
T0002957,Open,2025-05-03 02:19:48.524794,Assigned
T0001748,Resolved,2024-12-31 10:09:45.734567,Status Change
T0001980,In Progress,2025-01-22 13:08:41.248014,Status Change
T0004337,Pending User,2025-09-21 19:26:12.167761,Status Change
T0000511,Resolved,2024-08-20 11:42:27.905895,Status Change
T0001080,In Progress,2024-10-20 20:05:54.897771,Reassigned
T0004113,Closed,2025-09-01 03:31:59.588416,Closed
T0002241,Pending User,2025-02-16 20:22:07.070584,Status Change
T0000587,Closed,2024-08-28 00:11:11.499951,Closed
T0000349,Open,2024-08-03 19:12:48.524794,Assigned
T0004899,Pending User,2025-11-23 05:39:17.624692,Status Change
T0004382,Pending User,2025-09-27 14:44:02.849929,Status Change
T0000176,Open,2024-07-18 10:04:48.524794,Assigned
T0005011,Resolved,2025-12-05 00:00:40.364236,Status Change
T0003512,Open,2025-06-27 03:37:48.524794,Assigned
T0001701,In Progress,2024-12-24 17:11:02.037776,Status Change
T0000851,Pending User,2024-09-25 07:42:56.755739,Status Change
T0003445,Open,2025-06-20 14:33:48.524794,Created
T0002663,Open,2025-04-01 04:53:48.524794,Created
T0000599,In Progress,2024-08-29 23:47:20.211034,Reassigned
T0001830,Resolved,2025-01-07 02:09:15.817731,Status Change
T0004892,Resolved,2025-11-23 03:59:29.475517,Status Change
T0001537,Open,2024-12-05 10:53:48.524794,Assigned
T0002245,Open,2025-02-15 09:35:48.524794,Created
T0000184,Closed,2024-07-20 02:55:07.449322,Closed
T0000758,Closed,2024-09-15 03:20:15.599110,Closed
T0003141,Resolved,2025-05-21 07:12:04.447928,Status Change
T0004012,Closed,2025-08-18 22:47:27.573490,Closed
T0004207,Open,2025-09-08 01:57:48.524794,Assigned
T0003264,Open,2025-06-01 06:34:48.524794,Assigned
T0004756,Resolved,2025-11-06 05:24:52.737513,Status Change
T0004132,Open,2025-09-02 01:37:48.524794,Assigned
T0003864,Open,2025-08-02 09:33:48.524794,Created
T0003485,Closed,2025-06-24 18:29:21.362194,Closed
T0001920,Open,2025-01-14 16:15:48.524794,Assigned
T0002152,Open,2025-02-05 21:42:48.524794,Created
T0004819,Closed,2025-11-14 21:13:02.937594,Closed
T0001673,Resolved,2024-12-21 04:56:21.176499,Status Change
T0002766,In Progress,2025-04-14 10:02:22.967955,Status Change
T0000048,Closed,2024-07-06 02:05:30.554101,Closed
T0003371,Closed,2025-06-12 21:03:05.181433,Closed
T0002293,Closed,2025-02-21 16:04:45.704939,Closed
T0005024,Open,2025-12-03 15:11:48.524794,Assigned
T0003539,In Progress,2025-06-29 20:09:09.135463,Status Change
T0000743,Pending User,2024-09-13 08:36:54.421444,Status Change
T0003784,Pending User,2025-07-25 22:55:52.137309,Status Change
T0003119,Pending User,2025-05-19 10:06:23.822620,Status Change
T0000713,In Progress,2024-09-09 03:31:43.861490,Reassigned
T0000902,Open,2024-09-28 08:54:48.524794,Assigned
T0004223,In Progress,2025-09-11 15:47:06.649196,Status Change
T0004318,Closed,2025-09-23 16:25:55.288938,Closed
T0002851,Closed,2025-04-27 23:44:47.378804,Closed
T0000090,Open,2024-07-09 08:49:48.524794,Assigned
T0004332,Pending User,2025-09-21 14:26:36.661973,Status Change
T0001214,Open,2024-11-01 04:18:48.524794,Assigned
T0004605,Open,2025-10-19 07:54:48.524794,Created
T0004734,Open,2025-11-02 14:41:48.524794,Assigned
T0003486,Closed,2025-06-26 18:45:13.267183,Closed
T0003308,Pending User,2025-06-07 04:17:32.357321,Status Change
T0001916,Closed,2025-01-15 07:25:57.464327,Closed
T0004906,Resolved,2025-11-25 08:15:12.413999,Status Change
T0001037,Open,2024-10-13 06:36:48.524794,Created
T0005157,Open,2025-12-16 21:27:48.524794,Assigned
T0002927,Resolved,2025-04-30 06:14:51.230406,Status Change
T0003935,Open,2025-08-10 16:40:48.524794,Created
T0004113,Closed,2025-08-31 03:29:43.722296,Closed
T0004715,In Progress,2025-11-01 14:52:45.148815,Status Change
T0002204,In Progress,2025-02-12 06:19:10.425599,Status Change
T0000258,Closed,2024-07-27 13:40:33.602523,Closed
T0000246,Pending User,2024-07-26 02:30:52.831547,Status Change
T0002928,In Progress,2025-05-02 09:20:07.222869,Status Change
T0002501,In Progress,2025-03-14 22:54:19.849191,Status Change
T0003971,Open,2025-08-14 11:53:48.524794,Assigned
T0002132,Resolved,2025-02-05 08:42:44.522393,Status Change
T0001213,Pending User,2024-11-02 17:00:47.418581,Status Change
T0003284,Pending User,2025-06-03 03:21:02.364674,Status Change
T0005044,In Progress,2025-12-05 12:28:29.927543,Reassigned
T0001885,Resolved,2025-01-10 04:23:12.358361,Status Change
T0002237,Resolved,2025-02-15 12:57:40.972584,Status Change
T0002443,Pending User,2025-03-09 17:06:08.799924,Status Change
T0003296,Closed,2025-06-07 10:28:18.716405,Closed
T0000083,In Progress,2024-07-08 17:11:19.444211,Status Change
T0000732,Pending User,2024-09-13 01:46:54.939278,Status Change
T0002082,Open,2025-01-30 06:09:48.524794,Created
T0004992,Open,2025-12-01 01:36:48.524794,Created
T0002390,In Progress,2025-03-03 13:05:20.057983,status change
T0000202,Closed,2024-07-23 15:55:13.882187,Closed
T0002051,Open,2025-01-27 20:11:48.524794,Created
T0002191,Open,2025-02-10 02:17:48.524794,Created
T0004798,Open,2025-11-11 15:03:48.524794,Created
T0005118,Open,2025-12-12 20:26:48.524794,Assigned
T0002386,Closed,2025-03-05 00:43:15.633130,Closed
T0003930,In Progress,2025-08-11 08:38:39.197540,Status Change
T0000330,In-Progress,2024-08-04 11:26:02.343318,Status Change
T0005067,In Progress,2025-12-09 22:13:28.936368,Status Change
T0002165,Open,2025-02-06 22:50:48.524794,Assigned
T0003225,In Progress,2025-05-29 00:38:10.368950,Status Change
T0003833,Pending User,2025-08-01 23:20:49.241063,Status Change
T0004754,Pending User,2025-11-06 01:53:13.092385,Status Change
T0003816,Open,2025-07-29 04:46:48.524794,Created
T0004595,Open,2025-10-17 19:09:48.524794,Created
T0002454,Open,2025-03-09 09:48:48.524794,Assigned
T0004366,Open,2025-09-24 15:32:48.524794,Assigned
T0000451,Open,2024-08-12 08:12:48.524794,Assigned
T0000018,Open,2024-07-02 06:45:48.524794,Assigned
T0003071,Open,2025-05-13 11:17:48.524794,Created
T0003786,Resolved,2025-07-27 03:46:42.550548,Status Change
T0004466,Resolved,2025-10-07 06:37:01.940618,Status Change
T0000706,Open,2024-09-08 05:27:48.524794,Created
T0002440,open,2025-03-07 05:22:48.524794,Assigned
T0004887,Resolved,2025-11-20 22:28:48.403006,Status Change
T0003598,Open,2025-07-05 22:12:48.524794,Created
T0003908,Closed,2025-08-10 20:05:31.302602,Closed
T0000928,Closed,2024-10-01 11:37:24.145988,Closed
T0001881,Resolved,2025-01-10 06:34:08.865013,Status Change
T0002810,Resolved,2025-04-19 09:04:23.216309,Status Change
T0000294,Open,2024-07-29 21:22:48.524794,Created
T0003518,Open,2025-06-27 13:42:48.524794,Created
T0002894,In Progress,2025-04-26 23:27:25.996291,Status Change
T0002697,Closed,2025-04-05 20:37:06.467520,Closed
T0003301,Closed,2025-06-05 22:07:01.129461,Closed
T0005056,Closed,2025-12-06 05:43:08.844714,Closed
T0005146,Pending User,2025-12-17 04:37:36.603474,Status Change
T0001640,Open,2024-12-19 04:04:56.736626,Reopened
T0002241,Pending User,2025-02-16 06:45:21.409543,Status Change
T0001195,Open,2024-10-30 06:38:48.524794,Created
T0004518,In Progress,2025-10-14 01:06:08.991675,Status Change
T0000873,Pending User,2024-09-27 17:03:11.769141,Status Change
T0000150,Closed,2024-07-16 07:17:24.995882,Closed
T0004391,Closed,2025-09-29 09:28:34.684703,Closed
T0001300,Open,2024-11-10 02:51:48.524794,Created
T0003546,Closed,2025-06-30 06:53:19.753826,Closed
T0003569,PENDING USER,2025-07-02 02:48:34.551691,Status Change
T0003454,In Progress,2025-06-22 19:47:59.062979,Status Change
T0002483,Resolved,2025-03-14 10:43:29.504587,Status Change
T0004466,Open,2025-10-05 21:18:48.524794,Created
T0004801,Open,2025-11-11 20:18:48.524794,Created
T0003861,Closed,2025-08-02 13:22:27.189101,Closed
T0000480,In Progress,2024-08-15 23:41:43.798445,Reassigned
T0004454,Open,2025-10-04 12:06:48.524794,Created
T0003993,Pending User,2025-08-17 07:31:07.265108,Status Change
T0001551,Open,2024-12-06 17:54:48.524794,Assigned
T0000180,Open,2024-07-19 02:13:48.524794,Assigned
T0004142,Open,2025-09-03 02:16:48.524794,Created
T0003827,Resolved,2025-08-01 02:20:59.003245,status change
T0001197,Closed,2024-11-06 01:43:43.322370,Closed 
T0000823,Resolved,2024-09-23 08:34:15.837119,Status Change
T0000459,Open,2024-08-12 19:41:48.524794,Assigned
T0004612,Pending User,2025-10-21 04:34:35.392801,Status Change
T0001075,Open,2024-10-17 10:20:48.524794,Created
T0004842,Closed,2025-11-19 16:21:27.305765,Closed
T0004441,Open,2025-10-02 15:52:48.524794,Created
T0000378,Pending User,2024-08-06 04:56:06.782814,Status Change
T0004980,Resolved,2025-11-30 00:10:30.498127,Status Change
T0001913,Open,2025-01-14 04:33:48.524794,Assigned
T0005151,Open,2025-12-16 07:52:48.524794,Assigned
T0000290,Open,2024-07-29 03:02:48.524794,Created
T0000748,Open,2024-09-12 18:03:48.524794,Created
T0003379,In Progress,2025-06-14 18:08:36.859332,Status Change
T0001456,Resolved,2024-11-26 16:25:08.221150,Status Change
T0004141,Closed,2025-09-03 11:14:06.858481,Closed
T0000182,Open,2024-07-19 08:15:48.524794,Assigned
T0002910,Closed,2025-04-28 10:37:24.768308,Closed
T0002739,Closed,2025-04-08 05:33:17.551681,Closed
T0002163,In Progress,2025-02-08 08:16:57.424204,Status Change
T0004220,Open,2025-09-09 12:24:48.524794,Assigned
T0003886,Open,2025-08-04 17:35:48.524794,Assigned
T0001599,Open,2024-12-11 16:40:48.524794,Assigned
T0002326,Closed,2025-02-23 15:26:54.189608,Closed
T0001192,Open,2024-10-30 00:18:48.524794,Created
T0004893,Open,2025-11-21 03:42:48.524794,Created
T0003785,Pending User,2025-07-27 19:22:45.655612,Status Change
T0000842,Open,2024-09-23 04:51:48.524794,Created
T0004776,Open,2025-11-07 22:16:48.524794,Created
T0001227,Open,2024-11-02 08:29:48.524794,Created
T0000193,In Progress,2024-07-21 22:23:40.768966,Status Change
T0001449,Closed,2024-11-30 04:33:45.010275,Closed
T0000522,Open,2024-08-19 06:48:48.524794,Assigned
T0001714,Open,2024-12-24 20:33:48.524794,Assigned
T0004588,Resolved,2025-10-17 19:21:17.157053,Status Change
T0000899,Open,2024-09-28 02:59:48.524794,Assigned
T0001238,Open,2024-11-03 11:37:48.524794,Assigned
T0001493,In Progress,2024-12-01 19:25:51.191205,Status Change
T0003324,Open,2025-06-07 06:40:48.524794,Created
T0003450,IN PROGRESS,2025-06-25 09:36:24.680403,Status Change
T0003417,Closed,2025-06-18 05:50:17.798162,Closed
T0002123,Resolved,2025-02-03 06:54:18.279393,Status Change
T0005068,In progress,2025-12-10 11:39:33.502845,Reassigned
T0001371,Closed,2024-11-18 17:44:09.381185,Closed
T0004849,In Progress,2025-11-17 10:37:13.759948,Status Change
T0000370,Open,2024-08-05 02:18:48.524794,Created
T0004855,In Progress,2025-11-19 07:35:50.555581,Status Change
T0000222,Pending User,2024-07-22 14:00:24.835554,Status Change
T0000106,Open,2024-07-10 22:51:48.524794,Assigned
T0002833,Resolved,2025-04-19 23:51:25.426008,Status Change
T0004002,IN PROGRESS,2025-08-18 20:52:49.984686,Status Change
T0002057,Resolved,2025-01-28 16:15:48.511327,Status Change
T0002393,Open,2025-03-02 11:10:48.524794,Assigned
T0002547,Closed,2025-03-23 14:45:28.902718,Closed
T0003495,Open,2025-06-25 04:23:48.524794,Assigned
T0004764,Open,2025-11-06 12:46:48.524794,Assigned
T0001860,In Progress,2025-01-09 03:10:38.119291,Reassigned
T0005019,Open,2025-12-03 05:18:48.524794,Created
T0002823,In Progress,2025-04-20 07:03:31.870933,Status Change
T0003591,Open,2025-07-04 09:39:48.524794,Assigned
T0002158,Closed,2025-02-06 15:15:26.140735,Closed
T0003245,Open,2025-05-30 10:15:48.524794,CREATED
T0004123,resolved,2025-09-02 06:38:22.662015,Status Change
T0000347,Pending User,2024-08-04 14:27:08.138190,Status Change
T0001217,Open,2024-11-01 15:00:48.524794,Assigned
T0001631,Open,2024-12-15 09:42:48.524794,assigned
T0003503,Open,2025-06-25 20:34:48.524794,Assigned
T0001965,Closed,2025-01-20 04:29:14.059265,Closed
T0002015,Resolved,2025-01-24 14:56:32.473653,Status Change
T0003142,Open,2025-05-20 03:15:48.524794,Created
T0004996,Open,2025-12-01 11:21:48.524794,Created
T0000816,In Progress,2024-09-21 11:29:16.473776,Status Change
T0000144,In Progress,2024-07-15 11:50:26.111147,Status Change
T0001875,Closed,2025-01-08 19:39:35.856187,Closed
T0004849,Open,2025-11-16 08:16:48.524794,Created
T0001416,Open,2024-11-22 23:35:48.524794,Assigned
T0001183,Open,2024-10-29 06:44:48.524794,Assigned
T0002527,In Progress,2025-03-19 05:09:04.295793,Status Change
T0000219,Resolved,2024-07-23 13:20:09.825752,Status Change
T0000407,IN PROGRESS,2024-08-09 03:39:47.513455,Reassigned
T0004059,IN PROGRESS,2025-08-24 22:32:49.503531,Status Change
T0001911,Open,2025-01-14 01:06:48.524794,Assigned
T0000611,Pending User,2024-08-30 16:43:08.910750,Status Change
T0001000,Open,2024-10-08 05:20:48.524794,Created
T0000247,Closed,2024-07-26 21:03:11.170413,Closed
T0000947,Open,2024-10-03 06:41:48.524794,Assigned
T0002850,Open,2025-04-20 21:31:48.524794,Created
T0001935,IN PROGRESS,2025-01-18 07:06:12.346732,Status Change
T0004633,In Progress,2025-10-23 15:17:26.331363,Status Change
T0002010,Resolved,2025-01-25 04:22:22.364394,Status Change
T0002250,Closed,2025-02-21 06:02:56.985923,Closed
T0000058,Open,2024-07-06 00:53:48.524794,Created
T0001039,Resolved,2024-10-14 01:20:37.920890,Status Change
T0004410,Pending_User,2025-09-30 06:35:59.459967,Status Change
T0004971,Open,2025-11-28 16:14:48.524794,Created
T0001084,In Progress,2024-10-19 05:54:24.545092,Status Change
T0005161,Open,2025-12-17 07:24:48.524794,Created
T0003551,resolved,2025-07-01 17:59:11.156386,Status Change
T0004674,In Progress,2025-10-28 07:26:40.269455,Status Change
T0004169,Pending User,2025-09-05 11:33:25.651284,Status Change
T0000019,resolved,2024-07-03 16:57:10.873802,Status Change
T0003771,In Progress,2025-07-25 06:22:31.947284,Status Change
T0003119,Open,2025-05-18 04:01:48.524794,Assigned
T0001747,Pending User,2024-12-29 18:26:53.911896,Status Change
T0005200,In Progress,2025-12-23 13:38:08.593520,Status Change
T0001709,Open,2024-12-23 18:42:48.524794,Created
T0003923,Open,2025-08-09 07:46:48.524794,CREATED
T0004395,Open,2025-09-28 18:07:22.496886,reopened
T0003188,Open,2025-05-25 00:12:48.524794,Assigned
T0003464,Open,2025-06-22 07:31:48.524794,Assigned
T0002747,Pending User,2025-04-10 17:23:52.236368,Status Change
T0002259,Resolved,2025-02-17 22:14:10.561225,Status Change
T0000805,Resolved,2024-09-23 00:30:21.679861,Status Change
T0000542,Open,2024-08-21 18:33:48.524794,Assigned
T0000585,Closed,2024-08-31 00:50:35.162223,Closed
T0001609,Open,2024-12-15 07:50:45.383939,Reopened
T0005127,Closed,2025-12-14 02:45:06.306793,Closed
T0004969,In Progress,2025-11-29 21:50:20.651638,Status Change
T0002275,Resolved,2025-02-18 15:07:57.293644,Status Change
T0002047,In Progress,2025-01-29 01:09:27.262629,Status Change
T0003494,Resolved,2025-06-25 11:55:01.639714,Status Change
T0002687,Pending User,2025-04-04 19:32:54.894388,Status Change
T0002554,Open,2025-03-19 23:55:48.524794,Created
T0002681,Resolved,2025-04-03 22:28:15.414872,Status Change
T0003831,Pending User,2025-07-31 01:06:01.240010,Status Change
T0005192,Closed,2025-12-20 20:11:20.708288,Closed
T0000355,Open,2024-08-04 07:31:48.524794,Assigned
T0000681,Resolved,2024-09-07 15:08:19.390916,Status Change
T0002060,In Progress,2025-01-29 03:09:23.309012,Status Change
T0003730,Pending User,2025-07-20 05:08:16.014729,Status Change
T0001173,In Progress,2024-10-31 04:41:08.215700,status change
T0000164,Resolved,2024-07-18 15:47:51.463793,Status Change
T0004139,Closed,2025-09-02 21:03:19.676879,Closed
T0004775,Open,2025-11-07 18:37:48.524794,Created
T0004062,Open,2025-08-24 16:07:48.524794,Created
T0000058,In Progress,2024-07-07 13:32:52.765388,Status Change
T0003289,Open,2025-06-03 11:55:48.524794,Created
T0001729,Resolved,2024-12-28 02:47:22.973975,Status Change
T0000345,Open,2024-08-03 03:36:48.524794,Assigned
T0000108,In Progress,2024-07-12 16:08:09.206608,Status Change
T0000006,Open,2024-06-29 21:48:48.524794,Created
T0000335,Open,2024-08-02 05:57:48.524794,Created
T0003515,Open,2025-06-27 09:09:48.524794,Assigned
T0001745,Open,2024-12-27 18:50:48.524794,Created
T0001548,Resolved,2024-12-08 01:48:01.826874,Status Change
T0001520,Open,2024-12-02 22:19:48.524794,Assigned
T0002300,Closed,2025-02-20 11:27:11.729235,Closed
T0003757,Resolved,2025-07-23 07:40:55.126863,Status Change
T0004589,Closed,2025-10-18 06:37:31.764625,Closed
T0002926,In Progress,2025-04-30 13:00:30.909107,Status Change
T0002031,Closed,2025-01-28 12:33:28.871249,Closed
T0001756,Open,2024-12-29 03:05:48.524794,Assigned
T0001292,In Progress,2024-11-10 23:45:15.103268,Status Change
T0003912,Resolved,2025-08-09 19:06:59.224997,Status Change
T0000322,Open,2024-08-01 01:52:48.524794,Created
T0000516,In Progress,2024-08-19 16:17:44.359791,Status Change
T0003081,Pending User,2025-05-15 18:48:05.335132,Status Change
T0001223,Pending_User,2024-11-03 07:02:11.450787,Status Change
T0004510,Open,2025-10-10 06:37:48.524794,Assigned
T0003127,Resolved,2025-05-20 16:47:46.407938,Status Change
T0002323,Open,2025-02-22 14:15:48.524794,Assigned
T0003837,OPEN,2025-07-31 03:43:48.524794,Created
T0004876,Closed,2025-11-19 20:55:56.037033,Closed
T0004162,Open,2025-09-04 14:55:48.524794,Assigned
T0002964,Resolved,2025-05-05 07:56:02.128526,STATUS CHANGE
T0001773,Open,2024-12-30 20:49:48.524794,Created
T0004109,Resolved,2025-08-31 11:22:38.171205,Status Change
T0001689,Open,2024-12-22 05:00:48.524794,Assigned
T0003145,Open,2025-05-20 12:44:48.524794,Created
T0001936,Closed,2025-01-16 04:47:32.652235,Closed
T0004531,In Progress,2025-10-13 05:31:41.823209,Reassigned
T0000969,Open,2024-10-05 12:44:48.524794,Created
T0002433,PENDING USER,2025-03-06 15:26:23.415983,Status Change
T0001019,Closed,2024-10-10 17:05:33.557220,Closed
T0004082,Open,2025-08-26 14:01:48.524794,Created
T0003385,Open,2025-06-14 15:32:48.524794,Created
T0002667,In Progress,2025-04-01 23:45:17.628429,Status Change
T0002224,Open,2025-02-12 18:36:48.524794,Created
T0001564,Pending User,2024-12-08 16:32:53.505525,Status Change
T0003024,In progress,2025-05-09 09:32:42.610461,Status Change
T0002841,Closed,2025-04-20 21:55:09.730149,Closed
T0002924,Open,2025-04-29 06:08:48.524794,Assigned
T0000793,Open,2024-09-17 18:30:48.524794,Assigned
T0002492,Open,2025-03-13 14:46:48.524794,Assigned
T0003446,Open,2025-06-20 15:45:48.524794,Assigned
T0001068,Open,2024-10-21 03:21:31.376368,Reopened
T0005181,Resolved,2025-12-19 18:13:00.134526,Status Change
T0001308,Closed,2024-11-10 19:44:23.519037,Closed
T0003599,In Progress,2025-07-06 15:53:09.123274,Status Change
T0002189,Open,2025-02-09 22:46:48.524794,Created
T0001129,Pending User,2024-10-23 08:16:32.325631,Status Change
T0002173,Open,2025-02-07 20:55:48.524794,Created
T0001404,Pending User,2024-11-22 03:10:36.078567,Status Change
T0000733,In Progress,2024-09-11 12:34:47.155073,Status Change
T0003279,Pending User,2025-06-02 22:15:31.125104,Status Change
T0003914,Resolved,2025-08-11 18:40:09.717649,Status Change
T0004205,Open,2025-09-07 18:59:48.524794,Created
T0003149,Closed,2025-05-22 13:58:20.568235,Closed
T0002693,Open,2025-04-04 01:40:48.524794,Assigned
T0004358,Closed,2025-09-23 22:25:59.988387,Closed
T0004820,Resolved,2025-11-15 05:47:23.088055,Status Change
T0004344,In Progress,2025-09-23 06:38:29.212561,Status Change
T0002050,Pending User,2025-01-28 18:22:40.035348,Status Change
T0003948,Closed,2025-08-12 13:26:59.486462,Closed
T0000011,In Progress,2024-07-01 21:36:34.812187,Status Change
T0003273,Open,2025-06-01 21:52:48.524794,Assigned
T0000270,Open,2024-07-27 10:57:48.524794,Created
T0003536,Closed,2025-06-29 14:36:36.322227,Closed
T0001435,Closed,2024-11-28 23:38:17.120505,Closed
T0000633,In Progress,2024-09-02 14:57:30.784129,Status Change
T0000746,In Progress,2024-09-13 10:16:10.527023,Status Change
T0001264,Open,2024-11-06 12:25:48.524794,Created
T0002536,Open,2025-03-18 08:38:48.524794,Assigned
T0002296,Open,2025-02-19 16:26:48.524794,Assigned
T0004909,Pending User,2025-11-25 00:52:42.469436,Status Change
T0004982,Closed,2025-12-02 10:57:54.789369,Closed
T0004949,Closed,2025-12-03 20:17:32.204714,Closed
T0001782,Closed,2024-12-31 12:32:45.687645,Closed
T0000286,Open,2024-07-29 02:28:48.524794,Assigned
T0001276,Open,2024-11-07 08:17:48.524794,Assigned
T0002654,Open,2025-03-30 18:45:48.524794,Assigned
T0001436,Pending User,2024-11-25 21:24:58.204535,Status Change
T0000173,Pending User,2024-07-18 18:35:29.832248,Status Change
T0000418,Open,2024-08-09 11:41:48.524794,Assigned
T0002485,Resolved,2025-03-13 22:41:52.758019,Status Change
T0000033,Open,2024-07-03 18:57:48.524794,Created
T0003049,Open,2025-05-10 18:15:48.524794,Created
T0002255,Closed,2025-02-22 11:54:32.012386,Closed
T0003935,In Progress,2025-08-10 23:30:38.693934,STATUS CHANGE
T0001789,Pending User,2025-01-02 15:13:45.002875,Status Change
T0002741,Open,2025-04-08 19:00:48.524794,Created
T0002402,Open,2025-03-03 20:57:48.524794,Created
T0004686,Open,2025-10-27 11:48:48.524794,Created
T0003508,Open,2025-06-26 19:51:48.524794,Assigned
T0003378,Resolved,2025-06-14 07:04:42.746862,Status Change
T0001342,In Progress,2024-11-15 12:46:20.511116,Status Change
T0002881,Closed,2025-04-24 19:39:24.987036,Closed
T0003796,Open,2025-07-27 05:51:48.524794,Assigned
T0002159,Resolved,2025-02-07 18:18:32.328877,Status Change
T0003875,In Progress,2025-08-04 14:14:53.576781,Status Change
T0000031,In Progress,2024-07-04 12:04:25.977585,Status Change
T0000522,Open,2024-08-19 06:17:48.524794,Created
T0000661,Resolved,2024-09-03 21:42:13.311446,Status Change
T0000465,Closed,2024-08-13 13:22:27.122209,Closed
T0001343,Resolved,2024-11-15 13:18:10.712512,Status Change
T0002926,Pending User,2025-05-01 10:41:41.826533,Status Change
T0004409,Pending User,2025-10-01 21:02:23.273277,Status Change
T0001412,Closed,2024-11-26 06:56:19.602637,Closed
T0005159,Open,2025-12-17 03:11:48.524794,Created
T0003694,Resolved,2025-07-17 23:11:26.348908,Status Change
T0000535,Closed,2024-08-21 17:11:52.944664,Closed
T0000584,Open,2024-08-26 05:35:48.524794,Assigned
T0004119,Pending User,2025-08-31 20:57:25.976608,Status Change
T0003441,Closed,2025-06-21 06:54:49.295890,Closed
T0002420,Open,2025-03-05 03:32:48.524794,Created
T0001416,Closed,2024-11-25 00:56:49.160813,Closed
T0004524,In Progress,2025-10-12 23:48:38.567855,Status Change
T0000768,Open,2024-09-14 12:04:48.524794,Created
T0004079,Closed,2025-08-27 10:38:51.649512,Closed
T0003169,Open,2025-05-22 21:21:48.524794,Created
T0005089,Pending User,2025-12-11 02:29:42.189300,Status Change
T0004730,In Progress,2025-11-04 08:18:39.654910,Reassigned
T0001159,In Progress,2024-10-27 05:44:36.553951,Status Change
T0000776,Open,2024-09-14 18:37:48.524794,Created
T0001933,Pending User,2025-01-16 12:55:42.097496,Status Change
T0002207,Open,2025-02-10 23:05:48.524794,Created
